lon,lat,code_postal,ville,departement,nom_structure,adresse,url_lieu,source,url_illustration,code_access,code_label,code_accomp
3.657528,47.052947,58022,NEVERS,58,Couveuse Potentiel,Couveuse Potentiel ,,,,,,
3.931241,47.057507,58110,CHATILLON-EN-BAZOIS,58,Kiosque numérique de Chatillon en Bazois,Kiosque numérique de Chatillon en Bazois ,,,,,,
3.658447,47.056157,58110,CHÂTILLON-EN-BAZOIS,58,MFS Châtillon en Bazois,1bis rue de la picherotte,,Nièvre médiation numérique,,,,
3.822425,47.279286,58120,CHATEAU CHINON CAMPAGNE,58,Centre Social de Château - Chinon  Cyberespace,Centre Social de Château - Chinon  Cyberespace ,,,,,,
3.934114,47.062842,58120,CHATEAU CHINON,58,Kiosque numérique de Château Chinon,6 Place Notre Dame,,,,,,
3.934114,47.062842,58120,CHÂTEAU CHINON,58,MFS Maison de la Solidarité Château-Chinon,6 Place Notre Dame,,Nièvre médiation numérique,,,,
3.934114,47.062842,58120,CHÂTEAU CHINON,58,Mission Locale Château,6 Place Notre Dame,http://www.missionlocalenivernaismorvan.fr/,Nièvre médiation numérique,,,,
2.965153,47.281416,58140,LORMES,58,Cyber-base du Pays Nivernais Morvan,114 route d'Avallon,,,,,,
3.824312,47.298755,58140,LORMES,58,FabLab du Morvan,114 route d'Avallon,https://www.nivernaismorvan.net/les-fablabs-du-pays-nivernais-morvan-nievre/,,,,,
3.824312,47.298755,58140,LORMES,58,Kiosque numérique de Lormes,114 route d'Avallon,,,,,,
3.822352,47.290082,58140,LORMES,58,MFS Lormes,Rue Henri Bachelin,,Nièvre médiation numérique,,,,
3.824312,47.298755,58140,LORMES,58,Mission numérique du pays Nivernais morvan,114 Route d'Avallon,https://www.nivernaismorvan.net,Nièvre médiation numérique,,,,
2.953901,47.283696,58150,POUILLY-SUR-LOIRE,58,Centre social de Pouilly sur Loire - Promeneurs du net,5bis Place des Frères Mollet,https://www.centre-social-pouilly.fr,Nièvre médiation numérique,,,,
2.548969,48.943755,58150,POUILLY SUR LOIRE,58,Kiosque numérique de Pouilly sur Loire,Kiosque numérique de Pouilly sur Loire ,,,,,,
2.956327,47.283526,58150,POUILLY-SUR-LOIRE,58,MSAP Pouilly-sur-Loire,Rue Waldeck Rousseau,,Nièvre médiation numérique,,,,
3.264698,46.93134,58160,IMPHY,58,Centre social d'Imphy + kiosque numérique,1 Rue Paul Vaillant Couturier,,Nièvre médiation numérique,,,,
2.936466,47.424502,58170,LUZY,58,Centre social et culturel de Luzy,Centre social et culturel de Luzy ,,,,,,
3.970311,46.790619,58170,LUZY,58,FabLab de Luzy,Rue du Docteur Dollet,https://www.nivernaismorvan.net/les-fablabs-du-pays-nivernais-morvan-nievre/,,,,,
3.96471,46.787368,58170,LUZY,58,MFS Luzy,12 Avenue Marceau,,Nièvre médiation numérique,,,,
3.35221,46.715787,58190,DORNES,58,MSAP Dornes,55 Place de la Mairie,,Nièvre médiation numérique,,,,
2.925567,47.402558,58200,COSNE-SUR-LOIRE,58,Accorderie,2bis Rue du Général Binot,http://www.accorderie.fr/cosne,Nièvre médiation numérique,,,,
2.924985,47.413296,58200,COSNE-COURS-SUR-LOIRE,58,Association Familiale de Cosne (le Clos Saint-Jacques),10 Rue Charles Flocquet,,Nièvre médiation numérique,,,,
2.927773,47.398137,58200,COSNE-COURS-SUR-LOIRE,58,CAF - Cosne-Cours-sur-Loire,15 Rue du Berry,,Nièvre médiation numérique,,,,
2.917144,47.38269,58200,COSNE-COURS-SUR-LOIRE,58,Centre d'affaires CAMPUS,2 rue des Minotiers,https://www.ca-campus.com/,,,,,
2.929442,47.39784,58200,COSNE-COURS-SUR-LOIRE,58,E2C Nièvre - Cosne-Cours-sur-Loire, Rue Pierre et Marie Curie,http://e2c58-bourgogne.sioucs.net,Nièvre médiation numérique,,,,
2.91834,47.382654,58200,COSNE-COURS-SUR-LOIRE,58,GRETA 58 - Antenne de Cosne-Cours-sur-Loire,2 rue des Ardoisiers,,Nièvre médiation numérique,,,,
2.926676,47.407276,58200,COSNE COURS SUR LOIRE,58,Kiosque numérique de Cosne Cours sur Loire,Kiosque numérique de Cosne Cours sur Loire ,,,,,,
2.929188,47.418259,58200,COSNE-SUR-LOIRE,58,Médiathèque de Cosne,6 Rue des Forges,https://mediatheques-cclvn.bibenligne.fr/,Nièvre médiation numérique,,,,
2.926676,47.407276,58200,COSNE-SUR-LOIRE,58,Mission locale + Promeneurs du net,40 Rue des Rivières Saint-Agnan,https://fr-fr.facebook.com/Missionlocale.BourgogneNivernaise/,Nièvre médiation numérique,,,,
3.383671,47.359518,58200,COSNE COURS SUR LOIRE,58,Mission locale de Cosne Cours sur Loire,Mission locale de Cosne Cours sur Loire ,,,,,,
2.924925,47.396745,58200,COSNE-COURS-SUR-LOIRE,58,Pôle Emploi - Cosne-Cours-sur-Loire,45bis rue du Général Binot,,Nièvre médiation numérique,,,,
2.922222,47.412261,58200,COSNE-SUR-LOIRE,58,Sous-préfecture - Point d'accueil numérique,7bis Rue Eugène Pelletan,,Nièvre médiation numérique,,,,
2.924975,47.397126,58207,COSNE-COURS-SUR-LOIRE,58,CPAM - Agence de Cosne-Cours-sur-Loire,45 rue du Général Binot,,Nièvre médiation numérique,,,,
3.393437,47.407882,58210,VARZY,58,Cyber-base Varzy,Cyber-base Varzy ,,,,,,
3.393437,47.407882,58210,COURCELLES,58,Fédération de Libération du Multimédia Campagnard, Route des écoles,https://www.facebook.com/flmc58/,Nièvre médiation numérique,,,,
3.280579,47.368585,58210,MENOU,58,Mairie de Menou, Le Bourg,http://www.menou58.fr/,Nièvre médiation numérique,,,,
3.385824,47.356581,58210,VARZY,58,MFS Espace socio-culturel de Varzy,7 Rue Nicolas Colbert,,Nièvre médiation numérique,,,,
3.123736,47.368367,58210,VARZY,58,Télécentre de Varzy,Télécentre de Varzy ,,,,,,
4.026735,47.217176,58220,DONZY,58,Kiosque numérique de Donzy,Kiosque numérique de Donzy ,,,,,,
3.126331,47.371007,58220,DONZY,58,Médiathèque de Donzy,10 Rue d'Osmond,https://mediatheques-cclvn.bibenligne.fr/mediatheque-de-donzy http://www.bibliotheque-donzy.fr/search.php?action=Accueil,Nièvre médiation numérique,,,,
3.125918,47.373057,58220,DONZY,58,MFS Donzy,1 place de la Mairie,http://www.mairie-donzy.fr/telecentre,,,,,
3.118797,47.370621,58220,DONZY,58,MSAP Donzy,18 rue du Général Leclerc,,Nièvre médiation numérique,,,,
3.466752,46.890956,58230,MONTSAUCHE LES SETTONS,58,Kiosque numérique de Montsauche les Settons,Kiosque numérique de Montsauche les Settons ,,,,,,
3.991457,47.230163,58230,MONTSAUCHE-LES-SETTONS,58,MFS Montsauche les Settons,Place Marcel Mariller,,Nièvre médiation numérique,,,,
4.046302,47.209144,58230,MONTSAUCHE-LES-SETTONS,58,MSAP La Poste Montsauche-les-Settons,Place du 25 juin 1944,,,,,,
3.179103,46.734578,58240,CHANTENAY SAINT IMBERT,58,Bibliothèque de Chantenay St Imbert,20 Rue des Ecoles,https://www.ville-chantenay-saint-imbert.fr/bibliotheque-municipale,Nièvre médiation numérique,,,,
3.121975,46.794095,58240,SAINT-PIERRE-LE-MOÛTIER,58,MFS Saint-Pierre-le-Moûtier,35 avenue du 8 mai,,Nièvre médiation numérique,,,,
3.190219,46.72833,58240,CHANTENAY-SAINT-IMBERT,58,MSAP Chantenay-Saint-Imbert,Route de Dornes,,Nièvre médiation numérique,,,,
3.402931,47.017134,58260,LA MACHINE,58,Kiosque numérique de La Machine,Kiosque numérique de La Machine ,,,,,,
3.464459,46.888718,58260,LA MACHINE,58,MFS La Machine,3 Avenue de La République,,Nièvre médiation numérique,,,,
3.839072,46.976395,58270,SAINT BENIN D AZY,58,Cyber-base St-Benin d'Azy,Cyber-base St-Benin d'Azy ,,,,,,
3.393958,46.999398,58270,SAINT BENIN D'AZY,58,Médiathèque de St Benin d'Azy,2 rue Claude Montaron,http://www.saint-benin-dazy.fr/mediatheque,Nièvre médiation numérique,,,,
3.392872,46.999006,58270,SAINT-BENIN-D'AZY,58,MFS Centre socio-culturel des Amognes - St Benin d'Azy,1 place de la république,,Nièvre médiation numérique,,,,
3.809117,46.988058,58290,MOULINS-ENGILBERT,58,MFS Centre Social de Moulins-Engilbert,2 Rue de la Mission,,Nièvre médiation numérique,,,,
3.451116,46.828285,58290,MOULINS-ENGILBERT,58,Télécentre du Sud Morvan,Télécentre du Sud Morvan ,,,,,,
3.447678,46.828718,58300,DECIZE,58,Club informatique SLB Informatique,1 Route d'Avril,,Nièvre médiation numérique,,,,
3.660741,46.878758,58300,SOUGY SUR LOIRE,58,Cyber-base de Sougy,Cyber-base de Sougy ,,,,,,
3.399431,46.861568,58300,DECIZE,58,Kiosque numérique de Decize,Kiosque numérique de Decize ,,,,,,
3.073386,47.530573,58310,SAINT AMAND EN PUISAYE,58,Club Générations Mouvement de Saint-Amand-en-Puisaye,21 Grande rue,http://gem-saint-amand-en-puisaye.blog4ever.com,Nièvre médiation numérique,,,,
3.076759,47.529427,58310,SAINT AMAND EN PUISAYE,58,MSAP Saint-Amand-en-Puisaye,12 bis rue du Faubourg Neuf,,Nièvre médiation numérique,,,,
3.512185,47.103967,58330,SAINT-SAULGE,58,MFS Saint-Saulge,1  Place de la République,,Nièvre médiation numérique,,,,
3.352295,46.71604,58340,CERCY LA TOUR,58,Kiosque numérique de Cergy la Tour,Kiosque numérique de Cergy la Tour ,,,,,,
3.645593,46.861563,58340,CERCY-LA-TOUR,58,MFS Centre social de Fours,4 Rue François Mitterrand,www.centresocialfours.fr,Nièvre médiation numérique,,,,
3.840221,46.905193,58360,SAINT-HONORE-LES-BAINS,58,MSAP Saint-Honoré-Les-Bains,5 Rue Eugène Collin,,Nièvre médiation numérique,,,,
3.017599,47.180055,58390,DORNES,58,Bibliothèque Municipale de Dornes,Bibliothèque Municipale de Dornes ,,,,,,
3.516129,47.461615,58400,LA CHARITE SUR LOIRE,58,kiosque numérique de La Charité sur Loire,,,,,,,
3.020257,47.180233,58400,LA CHARITE SUR LOIRE,58,Mission locale Bourgogne Nivernaise,5 Rue Antoine Amiot,https://fr-fr.facebook.com/Missionlocale.BourgogneNivernaise/,Nièvre médiation numérique,,,,
3.254462,47.459291,58410,ENTRAINS SUR NOHAIN,58,Mairie d'Entrains sur Nohain,2 Place de l'hôtel de ville,http://www.entrains-sur-nohain.com/,Nièvre médiation numérique,,,,
3.490676,47.281471,58420,BRINON-SUR-BEUVRON,58,MFS Brinon sur Beuvron,9  rue du Commandant Guerreau,,Nièvre médiation numérique,,,,
2.881869,47.522318,58450,NEUVY SUR LOIRE,58,Association Familles Rurales, Rue Jean Jaurès,,Nièvre médiation numérique,,,,
2.882576,47.522698,58450,NEUVY SUR LOIRE,58,Médiathèque de Neuvy, Place Alexandrine Semence,https://mediatheques-cclvn.bibenligne.fr/mediatheque-de-neuvy-sur-loire,Nièvre médiation numérique,,,,
3.152511,46.883841,58470,MAGNY-COURS,58,MSAP Magny-Cours,Place de l'Eglise,,Nièvre médiation numérique,,,,
3.514908,47.460422,58500,CLAMECY,58,Fab'N'Lab de la Nièvre,12  rue de Druyes,https://www.facebook.com/fabnlab/,,,,,
3.515036,47.461028,58500,CLAMECY,58,Maison de la formation,6bis Rue Druyes,,Nièvre médiation numérique,,,,
3.333171,47.171884,58600,FOURCHAMBAULT,58,Kiosque numérique de Fourchambault,Kiosque numérique de Fourchambault ,,,,,,
3.084711,47.018815,58600,FOURCHAMBAULT,58,MFS Centre Social de Fourchambault,Avenue Jean Jaurès,,Nièvre médiation numérique,,,,
3.330071,47.176609,58700,PREMERY,58,Centre socioculturel Intercommunal Pierre Melot,10 Place de l'église,http://cpremery.fr/,Nièvre médiation numérique,,,,
3.684695,47.256476,58700,PREMERY,58,Kiosque numérique de Premery,Kiosque numérique de Premery ,,,,,,
3.332109,47.175158,58700,PREMERY,58,MSAP Prémery,26 cour du chateau,,Nièvre médiation numérique,,,,
3.683598,47.257471,58800,CORBIGNY,58,Association Pour l'Insertion et l'Acommpagnement Social (AGAI),9 rue des Arcées,,Nièvre médiation numérique,,,,
6.155145,47.620792,58800,CORBIGNY,58,Kiosque numérique de Corbigny,Kiosque numérique de Corbigny ,,,,,,
3.684002,47.257076,58800,CORBIGNY,58,MFS Maison de Pays Corbigny,3 Grande Rue,,Nièvre médiation numérique,,,,
6.155131,47.620657,70000,VESOUL,70,Centre d'Information Jeunesse de Vesoul,38 rue Paul Morel,http://www.ij70.com/,,,,,
6.155862,47.623096,70000,VESOUL,70,Cyber-Base de Vesoul,4  rue Alsace Lorraine,http://www.vesoul.fr/index.php?option=com_content&task=blogcategory&id=67&Itemid=151,,,,,
6.146591,47.619645,70000,VESOUL,70,Mission Locale du Bassin d'Emploi de Vesoul,4 rue André Maginot,milovesoul.org,,,,,
6.152081,47.637076,70000,VESOUL,70,Onlineformapro,19  rue du Praley  Espace de la Motte,,,,,,
6.154717,47.633509,70000,VESOUL,70,Virtualgames,Centre Commercial du Grand Monmarin Rue Edouard Belin,,,,,,
5.589776,47.445906,70100,GRAY,70,Bureau Information Jeunesse de Gray,60 Grande rue,,,,,,
5.5879403,47.4485373,70100,GRAY,70,Espace MultiMédia du Val de Gray,3  quai Mavia,,,,,,
5.584394,47.454959,70100,ARC LES GRAY,70,Mission Locale du Bassin Graylois,6 rue des Stades,missionslocales-bfc.fr/mission-locale-bassin-graylois/,,,,,
5.591977,47.43045,70100,GRAY,70,MSAP Gray,2 rue de Lorraine,,,,,,
5.590222,47.447873,70100,GRAY,70,Onlineformapro,6 rue Gambetta,,,,,,
5.590306,47.45028,70100,GRAY,70,Salle Multimédi@ de Gray,3  quai de l'Ecluse,,,,,,
6.428281,47.549418,70110,VILLERSEXEL,70,Espace Public Numérique de la Communauté de Communes du Pays de Villersexel,144 rue de la prairie,http://www.cc-pays-villersexel.fr/user/pages/contenu_php/salle.php,,,,,
6.432014,47.550792,70110,VILLERSEXEL,70,MSAP Villersexel,Place du Général de Gaulle,,,,,,
5.783542,47.625281,70120,LAVONCOURT,70,Amicale Cyber espace de Lavoncourt,Mairie de Lavoncourt,,,,,,
5.785663,47.626564,70120,LAVONCOURT,70,MFS Val Fleuri,12 rue du Tire Sachot,,,,,,
5.946111,47.487598,70130,FRETIGNEY-ET-VELLOREILLE,70,MSAP Fretigney et Velloreille,21 grande rue,,,,,,
5.559356,47.283404,70140,PESMES,70,MSAP Pesmes,Place des Tilleuls,,,,,,
5.769657,47.289935,70150,MARNAY,70,MSAP Marnay,Place du Roi de Rome,,,,,,
6.102624,47.766402,70160,FAVERNEY,70,MSAP Faverney - Terres de Saône,1 rue du Général Leclerc,,,,,,
6.037433,47.692627,70170,PORT SUR SAONE,70,CFPPA-APP de Port sur Saône,1  rue Pierre Bogé,,,,,,
6.068799,47.422404,70190,RIOZ,70,MFS Pays des 7 Rivières,Place du Souvenir Français,,,,,,
6.497352,47.686457,70200,LURE,70,Espace NetPublic CyberBase du Centre Social et Culturel de Lure,17  esplanade Charles de Gaulle,http://www.centre-social-lure.org/,,,,,
6.424572,47.735178,70200,QUERS,70,MFS de la Communauté de communes Triangle Vert,1 bis rue de l'Eglise,,,,,,
6.490451,47.686017,70200,LURE,70,Mission Locale de Lure / Luxeuil-les-Bains / Champagney,3 rue Parmentier,missionslocales-bfc.fr/mission-locale-llc/,,,,,
6.425182,47.73554,70200,QUERS,70,Points Numériques Franches Communes,2 rue de l'église,http://www.franches-communes.org/,,,,,
6.127047,47.884615,70210,MELINCOURT,70,Espace Public Les Belles Sources,Rue de la Cornée,,,,,,
6.411375,47.902285,70220,FOUGEROLLES,70,Cyber Val.SE de Fougerolles,familles rurale place de l'hotel de ville,,,,,,
6.353297,47.661652,70230,DAMPIERRE SUR LINOTTE,70,Espace Public Numérique de Dampierre sur Linotte,Espace Public Numérique de Dampierre sur Linotte ,,,,,,
6.345924,47.63562,70240,LIEVANS,70,Association animation jeunesse de Lievans,Mairie de Noroy Le Bourg,,,,,,
6.279902,47.695666,70240,SAULX,70,MSAP Saulx,Place du Grand Puits,,,,,,
6.633079,47.708294,70250,RONCHAMP,70,Cybercentre de Ronchamp - Médiathèque,rue du Tram,,,,,,
6.637199,47.69982,70250,RONCHAMP,70,Fab Lab la Filature 2.0,20b rue Paul Strauss,http://www.lafilaturederonchamp.fr,,,,,
6.579,47.753452,70270,MELISEY,70,Espace Public Numérique de la Communauté de communes de la Haute vallée de l'Ognon,11  Grande Rue,,,,,,
6.688703,47.70126,70290,CHAMPAGNEY,70,Cybercentre de Champagney,Médiathèque de Champagney  Grande rue,,,,,,
6.731319,47.717178,70290,PLANCHER BAS,70,Cybercentre de Plancher Bas - Médiathèque,Rue Louis Pergaud,,,,,,
6.685299,47.704804,70290,CHAMPAGNEY,70,MFS Rahin et Chérimont - Champagney,Place Charles de Gaulle,,,,,,
6.359512,47.818898,70300,LUXEUIL LES BAINS,70,Association Jeunes Espoirs de Luxeuil,rue salvador allende,,,,,,
6.379386,47.819424,70300,LUXEUIL LES BAINS,70,Bureau Information Jeunesse de Luxeuil les Bains,35 rue Carnot,,,,,,
6.383922,47.806381,70300,SAINT SAUVEUR,70,Centre Multimedia de St Sauveur,4  rue Just Pingand,,,,,,
6.364494,47.815603,70300,LUXEUIL LES BAINS,70,FabLab des 3 lapins,2 rue Lacépède,,,,,,
6.336716,47.936628,70320,AILLEVILLERS ET LYAUMONT,70,Cyber Val.SE d'Aillevillers et Lyaumont,bibliotheque le temps de lire place pierre Bolle 70320 Aillevillers,,,,,,
6.325523,47.890023,70320,CORBENAY,70,Cyber Val.SE de Corbenay,Bibliothèque salle d'asile  place de l'eglise,,,,,,
6.292208,47.885222,70320,CORBENAY,70,MFS/PIJ de la Haute Comté,57 rue des Ballastières,,,,,,
5.972356,47.665199,70360,SENNECEY-SUR-SAÔNE-SAINT-ALBIN,70,MSAP Sennecey-sur-Saône et Saint-Albin,1 avenue de Verdun,,,,,,
6.756919,47.572185,70400,HERICOURT,70,Hérilab,1 rue de la Tuilerie,http://www.cc-pays-hericourt.fr/rubrique.php?id=630,,,,,
6.756945,47.572184,70400,HERICOURT,70,Mission Locale d'Héricourt - Villersexel,11 rue de la tuilerie,,,,,,
6.720897,47.842509,70440,HAUT-DU-THEM-CHÂTEAU-LAMBERT,70,MSAP Haut du Them Château Lambert,3 rue de la vierge,,,,,,
5.841782,47.812036,70500,JUSSEY,70,MSAP Hauts du Val de Saône,Pré Jean Roche,,,,,,
5.51564,47.61471,70600,CHAMPLITTE,70,MSAP Champlitte,Rue de la République,,,,,,
5.84702,47.42,70700,BUCEY-Lès-GY,70,Fablab des Monts de Gy,9 chemin des Ecoliers,http://fablab-montsdegy.fr,,,,,
6.266073,47.885253,70800,SAINT LOUP SUR SEMOUSE,70,Centre Multimédia de St Loup sur Semouse,12 rue Henry Guy,,,,,,
6.335297,47.872919,70800,FONTAINE LES LUXEUIL,70,Cyber Val.SE de Fontaine les Luxeuil,bibliothèque le temps de lire Salle polyvalente,,,,,,
6.266073,47.885253,70800,SAINT LOUP SUR SEMOUSE,70,Cyber Val.SE de St Loup sur Semouse,,,,,,,
6.272287,47.886174,70800,SAINT-LOUP-SUR-SEMOUSE,70,Lab'Haut Comtois,3  rue de l'Abattoir,http://www.labhautcomtois.fr,,,,,
6.280088,47.885121,70800,SAINT LOUP SUR SEMOUSE,70,Point Information Jeunesse de St Loup sur Semouse,14 bis rue de la Viotte,,,,,,
4.832034,46.308346,71000,MÂCON,71,Association Départementale Information Jeunesse 71,,,,,,,
4.830644,46.302181,71000,MÂCON,71,Cave à Musique,,,,,,,
4.836376,46.309889,71000,MÂCON,71,Couveuse Potentiel,,,,,,,
4.837787,46.310361,71000,MÂCON,71,Le Cyberphare,,,,,,,
4.828139,46.304852,71000,Mâcon,71,Locow coworking,82 rue Victor Hugo,www.locow.fr,,,,,
4.837787,46.310361,71000,MÂCON,71,Mission Locale du Mâconnais,1000 Avenue Maréchal Lattre de Tassigny,missionlocale-macon.fr,,,,,
4.831782,46.304775,71000,MÂCON,71,Mon Assistant Numérique Mâcon ( Nicolas Numérique SAS),42 rue tourneloup  Centre d'affaires Tourneloup,,,,,,
46.3124,4.83889,71000,MACON,71,OPAC Saône et Loire,800 avenue Maréchal de Lattre de Tassigny,opac.fr,,,,,
4.835909,46.308788,71000,MÂCON,71,Point Cyber CCI de Mâcon-Charolles-Tournus,Point Cyber CCI de Mâcon-Charolles-Tournus ,,,,,,
4.852363,46.753763,71000,MÂCON,71,Trav'Ailleurs,Trav'Ailleurs ,,,,,,
46.78023,4.846354,71100,CHALON SUR SAONE,71,Caisse d'Allocations Familiales de Châlon-sur-Saône,15 Avenue Victor Hugo,,,,,,
46.779661,4.858338,71100,CHALON SUR SAONE,71,CCAS Chalon sur Saône,7 Quai de l'Hôpital,,,,,,
46.7832,4.85768,71100,CHALON SUR SAONE,71,Centre Interculturel Conseil Formation Médiation,7 rue de l'Ancien Collège,https://www.facebook.com/centreinterculturel.cicfm,,,,,
46.7842,4.85132,71100,CHALON SUR SAONE,71,Collectif Associatif Local Pour l'Inclusion Numérique (CALPIN),1 rue Gauthey,,,,,,
4.84655,46.776441,71100,CHALON SUR SAÔNE,71,Couveuse Potentiel,Couveuse Potentiel ,,,,,,
4.828612,46.770078,71100,CHALON SUR SAÔNE,71,Espace multimédia de Chalon sur Saône,Espace multimédia de Chalon sur Saône ,,,,,,
4.827097,46.780769,71100,LUX,71,Espace Multimédia de Lux,Espace Multimédia de Lux ,,,,,,
4.827097,46.780769,71100,SAINT REMY,71,Espace Multimédia de Saint-Rémy,Espace Multimédia de Saint-Rémy ,,,,,,
4.835546,46.788894,71100,CHALON SUR SAÔNE,71,FabLab Chalonnais,141  avenue Boucicaut,http://fablab-chalon.fr/,,,,,
4.827097,46.780769,71100,CHALON SUR SAÔNE,71,Info'Rom (CCAS),Info'Rom (CCAS) ,,,,,,
46.7832,4.84812,71100,CHALON SUR SAONE,71,Kiosque Multimédia de Châlon-sur-Saône,29 boulevard de la République,facebook.com/servicejeunessechalon/,,,,,
4.850121,46.778011,71100,CHALON SUR SAÔNE,71,La Raffinerie,Quai Saint-Cosme,https://urbidesk.com/space/9902,,,,,
46.770078,4.828612,71100,SAINT REMY,71,Médiathèque de St Rémy,4 bis Rue d'Ottweiler,http://lancre.saint-remy71.fr ,,,,,
46.753763,4.852363,71100,LUX,71,Médiathèque l'Arob@se,2 Rue Raymond Balay,http://larobase.opac3d.fr,,,,,
4.866845,46.797587,71100,CHALON SUR SAÔNE,71,Mission Locale du Châlonnais,4 rue Jules Ferry,missionlocaleduchalonnais.fr,,,,,
4.84655,46.776441,71100,CHALON SUR SAÔNE,71,Nicéphore Labs,34  quai de Saint-Cosme,http://nicephorelabs.fr,,,,,
46.777,4.84624,71100,CHALON SUR SAONE,71,PLIE du Grand Chalon - Sucrerie rouge,7 rue Georges Maugey,,,,,,
46.7923,4.84957,71100,CHALON SUR SAONE,71,SASTI BFC,74 avenue de Paris,https://www.facebook.com/SASTIBourgogne21,,,,,
46.7901,4.86306,71100,CHALON SUR SAONE,71,Savoirs Plus,18 rue Pierre Nugue,www.savoirs-plus.com,,,,,
46.7825,4.8537,71100,CHALON SUR SAONE,71,Sous-préfecture de Chalon-sur-Saône,28 rue du général Leclerc,www.saone-et-loire.gouv.fr,,,,,
4.067991,46.598402,71130,GUEUGNON,71,club informatique de Gueugnon,club informatique de Gueugnon ,,,,,,
4.059696,46.599447,71130,GUEUGNON,71,FabLabinox, Place de l'église,http://syntaxerreur2-0.fr/,,,,,
4.067991,46.598402,71130,GUEUGNON,71,Mission Locale du Charolais,47 rue de la Convention,,,,,,
3.761385,46.624406,71130,GUEUGNON,71,Point Information Jeunesse de Gueugnon,Point Information Jeunesse de Gueugnon ,,,,,,
4.059696,46.599447,71130,GUEUGNON,71,Syntaxe erreur 2.0,place de l'église (entrée quai de l'Europe),,,,,,
4.770933,46.849637,71140,BOURBON LANCY,71,Cyber espace de Bourbon Lancy,Cyber espace de Bourbon Lancy ,,,,,,
3.97905,46.481963,71150,FONTAINES,71,Espace Multimédia de Fontaines,Espace Multimédia de Fontaines ,,,,,,
4.74212,46.8743,71150,RULLY,71,Mon Assistant Numérique Chalon,1 rue Neuve,http://chalonsursaone.MonAssistant.Numerique.com,MonAssistantNumérique.com,,,,
3.987782,46.488576,71160,DIGOIN,71,Bibliothèque Municipale de Digoin,Bibliothèque Municipale de Digoin ,,,,,,
4.336669,46.207113,71160,DIGOIN,71,Espace Jeunesse de Digoin,Espace Jeunesse de Digoin ,,,,,,
4.344631,46.207637,71170,CHAUFFAILLES,71,MFS PIMMS de Chauffailles,Place de la Gare,,,,,,
4.43171,46.789884,71190,ETANG SUR ARROUX,71,Espace Information Jeunesse-CyberJ d'Etang sur Arroux,Espace Information Jeunesse-CyberJ d'Etang sur Arroux ,,,,,,
4.180601,46.867816,71190,ETANG-SUR-ARROUX,71,MSAP Pôle de proximité Etang sur Arroux,2 bis rue d'Autun,,,,,,
4.513147,46.759896,71200,LE CREUSOT,71,Espace Cyber Jeunes : Mission Locale Le Creusot,Espace Cyber Jeunes : Mission Locale Le Creusot ,,,,,,
4.413349,46.806814,71200,LE CREUSOT,71,FabLab UtoPi,12  rue de la Fonderie,http://www.fablab-utopi.org/,,,,,
4.441198,46.793445,71200,LE CREUSOT,71,L'arobase,L'arobase ,,,,,,
4.421359,46.800073,71200,LE CREUSOT,71,Médiathèque municipale du Creusot - EPN,1 rue Edith Cavell,,,,,,
4.40393,46.829923,71200,SAINT-SERNIN-DU-BOIS,71,MSAP Saint-Sernin du Bois,Place Salignac Fénelon,,,,,,
4.429984,46.80645,71200,LE CREUSOT,71,Pôle Insertion emploi - Association AGIRE,5 avenue François Mitterrand,agire-cucm.fr,,,,,
4.465704,46.749907,71210,MONTCHANIN,71,CLIC - EPN de Montchanin,12 rue Lamartine,,,,,,
4.465704,46.749907,71210,ECUISSES,71,Cyber jeunes d'Ecuisses,40 route du Canal,,,,,,
4.514078,46.761851,71210,ECUISSES,71,MSAP Ecuisses,Rue du 19 Mars 1962,,,,,,
4.438949,46.481012,71220,SAINT-BONNET-DE-JOUX,71,MFS PIMMS Val de Joux,Place de la Poste,,,,,,
4.369329,46.64065,71230,SAINT VALLIER,71,Espace Public Numérique de St Vallier - ECLA,Rue Victor Hugo,,,,,,
46.644575,4.861923,71240,SENNECEY LE GRAND,71,MFS Sennecey le Grand,32 Rue des Mûriers,,,,,,
4.661804,46.432234,71250,CLUNY,71,FabLab Clunisois,2 rue Porte de Paris,http://www.fablabclunisois.fr,,,,,
4.98966,46.623553,71250,MAZILLE,71,Maison familiale du Clunisois,Maison familiale du Clunisois ,,,,,,
4.651346,46.429922,71250,CLUNY,71,MSAP Clunisois,5 place du marché,,,,,,
4.598063,46.520024,71250,SALORNAY-SUR-GUYE,71,MSAP Salornay-sur-Guye,12 place Gandin,,,,,,
46.8865,5.26059,71270,PIERRE DE BRESSE,71,Association Tremplin,5 place de la Mairie,www.ateliertremplin.fr,,,,,
46.559931,5.002134,71290,CUISERY,71,CAF - Point Relais de Cuisery, Rue de l'Eglise,,,,,,
46.5597,5.00215,71290,CUISERY,71,Centre Animation Sociale et Culturelle ,Rue de l'Eglise,http://centreanimation-cuisery.e-monsite.com,,,,,
4.35182,46.690645,71290,SIMANDRE,71,Simandre Info',Simandre Info' ,,,,,,
4.891945,46.773882,71300,MONTCEAU LES MINES,71,Cyber-base Ecole du Plessis,Cyber-base Ecole du Plessis ,,,,,,
4.352602,46.691208,71300,MONTCEAU LES MINES,71,EPN Montceau - Espace Trait d'Union,Rue de Mâcon,,,,,,
46.800258,5.186782,71310,MERVANS,71,MSAP Mervans, Place de la Mairie,,,,,,
